,Date,Like Count,Retweet Count,Follower Count,Daily_Avg_Sentiment_Score,Tweet Volume,Polarity
161,2010-07-09,0.0,0.0,83660.0,-0.24760277312933301,3,negative
162,2010-07-11,0.0,0.0,1535.0,0.0,1,negative
163,2010-07-12,0.0,0.0,1273.0,0.04613605655930871,7,positive
164,2010-07-13,0.0,0.0,908.0,0.18869603524229075,4,positive
165,2010-07-14,0.0,0.0,73.0,0.3818,1,positive
166,2010-07-16,0.0,0.0,631.0,0.0,1,negative
167,2010-07-17,0.0,0.0,1965.0,0.0037659541984732797,6,positive
168,2010-07-18,0.0,0.0,704.0,0.1531,4,positive
169,2010-07-19,0.0,0.0,87477.0,0.7845,1,positive
170,2010-07-21,0.0,0.0,528.0,0.1897333333333333,3,positive
171,2010-07-22,0.0,0.0,636.0,-0.09691069182389937,4,negative
172,2010-07-23,0.0,0.0,3689.0,0.6067551097858498,5,positive
173,2010-07-24,0.0,0.0,528.0,0.14823333333333333,3,positive
174,2010-07-25,0.0,0.0,1664.0,0.12101057692307692,8,positive
175,2010-07-26,0.0,0.0,1384.0,0.1940705202312139,7,positive
176,2010-07-27,0.0,0.0,2513.0,0.17066502188619181,8,positive
177,2010-07-28,0.0,0.0,38754.0,0.35124276461784587,13,positive
178,2010-07-30,0.0,0.0,3771.0,0.41318217979315836,9,positive
179,2010-07-31,0.0,0.0,704.0,-0.053099999999999974,4,negative
180,2010-08-01,0.0,0.0,8458.0,0.3980306218964294,7,positive
181,2010-08-02,0.0,0.0,528.0,0.22693333333333332,3,positive
182,2010-08-03,0.0,0.0,2271.0,-0.038728313518273876,8,negative
183,2010-08-04,0.0,0.0,236.0,0.4866190677966102,3,positive
184,2010-08-05,0.0,0.0,748.0,-0.2904,5,negative
185,2010-08-06,0.0,0.0,229.0,0.4382563318777292,2,positive
186,2010-08-07,0.0,0.0,1253.0,0.42305434956105353,2,positive
187,2010-08-08,0.0,0.0,176.0,0.802,1,positive
188,2010-08-09,0.0,0.0,2505.0,-0.029797045908183637,4,negative
189,2010-08-10,0.0,0.0,479.0,0.002256367432150313,2,positive
190,2010-08-11,0.0,0.0,176.0,0.0,1,negative
191,2010-08-12,0.0,0.0,704.0,0.250275,4,positive
192,2010-08-13,0.0,0.0,658.0,0.0,2,negative
193,2010-08-14,0.0,0.0,229.0,0.0,1,negative
194,2010-08-15,0.0,0.0,176.0,0.0,1,negative
195,2010-08-16,0.0,0.0,4111.0,0.05304346874239845,8,positive
196,2010-08-17,0.0,0.0,176.0,0.0,1,negative
197,2010-08-19,0.0,0.0,176.0,0.0,1,negative
198,2010-08-20,0.0,0.0,146.0,0.21199999999999997,2,positive
199,2010-08-21,0.0,1.0,1891.0,0.30746567953463777,7,positive
200,2010-08-22,0.0,0.0,380.0,0.4018999999999999,1,positive
201,2010-08-23,0.0,0.0,176.0,-0.3182,1,negative
202,2010-08-24,0.0,0.0,176.0,0.0,1,negative
203,2010-08-25,0.0,0.0,1809.0,-0.11250348258706468,4,negative
204,2010-08-27,0.0,0.0,176.0,0.0,1,negative
205,2010-08-28,0.0,0.0,528.0,0.36380000000000007,3,positive
206,2010-08-30,0.0,0.0,249.0,-0.220055421686747,2,negative
207,2010-09-02,0.0,0.0,154.0,0.8074,1,positive
208,2010-09-04,0.0,0.0,901.0,0.3415298557158713,6,positive
209,2010-09-05,0.0,0.0,922.0,0.2676566160520607,7,positive
210,2010-09-07,0.0,0.0,5724.0,0.601717819706499,5,positive
211,2010-09-10,0.0,0.0,631.0,0.6369,1,positive
212,2010-09-11,0.0,0.0,176.0,0.6369,1,positive
213,2010-09-13,0.0,0.0,176.0,0.0,1,negative
214,2010-09-15,0.0,0.0,176.0,0.4404,1,positive
215,2010-09-16,0.0,0.0,528.0,0.23063333333333336,3,positive
216,2010-09-17,1.0,1.0,2723.0,0.07098457583547557,3,positive
217,2010-09-18,0.0,0.0,2944.0,0.3551980638586956,6,positive
218,2010-09-19,0.0,0.0,5394.0,0.18979421579532815,24,positive
219,2010-09-21,0.0,0.0,176.0,-0.5423,1,negative
220,2010-09-22,0.0,0.0,352.0,0.0,2,negative
221,2010-09-23,0.0,0.0,704.0,-0.133425,4,negative
222,2010-09-24,0.0,0.0,176.0,0.4019,1,positive
223,2010-09-26,0.0,0.0,352.0,0.2787,2,positive
224,2010-09-28,0.0,0.0,3488.0,0.6416245412844037,2,positive
225,2010-09-29,0.0,0.0,329.0,0.5423,1,positive
226,2010-10-02,0.0,0.0,1253.0,0.08419345570630488,2,positive
227,2010-10-05,0.0,0.0,704.0,0.13405000000000003,4,positive
228,2010-10-06,0.0,0.0,528.0,0.5533666666666667,3,positive
229,2010-10-08,0.0,0.0,176.0,0.0,1,negative
230,2010-10-10,0.0,0.0,376.0,-0.7783,1,negative
231,2010-10-11,0.0,0.0,187.0,0.5106,1,positive
232,2010-10-12,0.0,0.0,176.0,0.6249,1,positive
233,2010-10-14,0.0,0.0,369.0,-0.3049878048780488,2,negative
234,2010-10-15,0.0,0.0,908.0,0.5245286343612334,4,positive
235,2010-10-16,0.0,0.0,48505.0,-0.28627109782496646,5,negative
236,2010-10-17,0.0,0.0,1605.0,0.08520373831775702,4,positive
237,2010-10-19,0.0,0.0,1319.0,0.2607002274450341,6,positive
238,2010-10-20,1.0,0.0,176.0,0.8489965909090909,2,positive
239,2010-10-21,0.0,0.0,154846.0,0.002211340299394237,10,positive
240,2010-10-24,0.0,0.0,176.0,0.4019,1,positive
241,2010-10-25,0.0,0.0,176.0,0.0,1,negative
242,2010-10-26,0.0,0.0,176.0,0.4404,1,positive
243,2010-10-27,0.0,0.0,176.0,0.0258,1,positive
244,2010-10-28,0.0,0.0,2344.0,0.3172073378839591,11,positive
245,2010-10-29,0.0,1.0,704.0,-0.011398437500000004,4,negative
246,2010-10-31,0.0,0.0,380.0,-0.5423,1,negative
247,2010-11-01,0.0,0.0,528.0,0.1168,3,positive
248,2010-11-02,0.0,0.0,17816.0,0.0,1,negative
249,2010-11-03,0.0,0.0,2139.0,0.3818,1,positive
250,2010-11-05,0.0,0.0,3841.0,0.029183650091122105,3,positive
251,2010-11-08,0.0,0.0,528.0,0.3002,3,positive
252,2010-11-09,0.0,1.0,8983.0,0.02834872537014361,6,positive
253,2010-11-10,0.0,0.0,123.0,0.0,1,negative
254,2010-11-11,0.0,0.0,2239.0,-0.4521100491290755,4,negative
255,2010-11-12,0.0,0.0,528.0,0.35910000000000003,3,positive
256,2010-11-13,0.0,0.0,352.0,0.35705000000000003,2,positive
257,2010-11-16,0.0,0.0,1978.0,0.0,3,negative
258,2010-11-18,0.0,0.0,4883.0,-0.02137513823469179,2,negative
259,2010-11-19,0.0,1.0,352.0,0.0,2,negative
260,2010-11-20,0.0,0.0,1214.0,0.2544026359143328,6,positive
261,2010-11-21,0.0,0.0,709.0,-0.7575,1,negative
262,2010-11-22,0.0,0.0,205.0,0.0,1,negative
263,2010-11-24,0.0,0.0,1970.0,0.0,1,negative
264,2010-11-26,0.0,0.0,704.0,0.18575,3,positive
265,2010-11-28,0.0,0.0,4722.0,0.6017568403218976,3,positive
266,2010-11-29,0.0,0.0,176.0,0.8590999999999999,1,positive
267,2010-11-30,0.0,0.0,5005.0,0.0,4,negative
268,2010-12-02,0.0,0.0,673.0,0.39648187221396736,3,positive
269,2010-12-03,0.0,0.0,266.0,0.7906,1,positive
270,2010-12-04,0.0,0.0,216.0,0.7845,1,positive
271,2010-12-07,0.0,0.0,543.0,0.0,1,negative
272,2010-12-09,0.0,0.0,499.0,0.1364617234468938,3,positive
273,2010-12-10,0.0,0.0,2858.0,0.15455409377186846,6,positive
274,2010-12-11,0.0,0.0,205.0,0.0,1,negative
275,2010-12-12,0.0,0.0,176.0,0.296,1,positive
276,2010-12-13,0.0,0.0,176.0,0.9081,1,positive
277,2010-12-14,0.0,0.0,908.0,0.0,1,negative
278,2010-12-15,0.0,0.0,319.0,0.0,2,negative
279,2010-12-18,0.0,0.0,34.0,-0.1779,2,negative
280,2010-12-22,0.0,0.0,6919.0,0.34,1,positive
281,2010-12-23,0.0,0.0,352.0,0.31845,2,positive
282,2010-12-25,0.0,0.0,176.0,0.0,1,negative
283,2010-12-27,0.0,0.0,176.0,0.0,1,negative
284,2010-12-28,0.0,0.0,330.0,0.4215,1,positive
285,2010-12-29,0.0,0.0,22502.0,0.4244645364856457,3,positive
286,2010-12-30,0.0,0.0,3741.0,0.0,1,negative
287,2011-01-01,0.0,0.0,176.0,0.6369,1,positive
288,2011-01-02,0.0,0.0,600.0,0.11504799999999998,4,positive
289,2011-01-03,0.0,0.0,352.0,0.6369,2,positive
290,2011-01-05,0.0,0.0,176.0,0.0,1,negative
291,2011-01-06,0.0,0.0,176.0,0.0,1,negative
292,2011-01-07,0.0,1.0,2432.0,0.0,1,negative
293,2011-01-09,0.0,0.0,691.0,0.0,1,negative
294,2011-01-10,0.0,0.0,528.0,0.21230000000000002,3,positive
295,2011-01-12,0.0,0.0,1232.0,-0.16434285714285715,7,negative
296,2011-01-13,0.0,0.0,1612.0,-0.03300372208436724,8,negative
297,2011-01-14,0.0,0.0,1325.0,0.4369710943396226,4,positive
298,2011-01-15,0.0,0.0,352.0,-0.148,2,negative
299,2011-01-16,0.0,2.0,599943.0,-0.5420184602537241,4,negative
300,2011-01-17,0.0,0.0,2510.0,0.4600681673306773,8,positive
301,2011-01-18,0.0,0.0,1056.0,0.12035,6,positive
302,2011-01-19,0.0,0.0,29539.0,0.5723386032025458,16,positive
303,2011-01-20,0.0,0.0,1844.0,0.2339056399132321,7,positive
304,2011-01-26,0.0,0.0,348.0,0.0,1,negative
305,2011-01-27,0.0,0.0,380.0,0.7506,1,positive
306,2011-01-28,0.0,0.0,2682.0,0.490478970917226,7,positive
307,2011-01-29,0.0,0.0,176.0,-0.25,1,negative
308,2011-01-30,0.0,0.0,1146.0,0.15283376963350787,5,positive
309,2011-01-31,0.0,0.0,432.0,-0.5267,1,negative
310,2011-02-01,0.0,0.0,4301.0,0.22598902580795166,13,positive
311,2011-02-03,0.0,0.0,357.0,-0.09410448179271709,3,negative
312,2011-02-04,0.0,0.0,5167.0,0.3409086510547707,11,positive
313,2011-02-05,0.0,0.0,1587.0,0.29468846880907373,8,positive
314,2011-02-06,0.0,0.0,889.0,-0.08108312710911135,4,negative
315,2011-02-07,0.0,0.0,1760.0,0.0,1,negative
316,2011-02-08,0.0,0.0,176.0,0.0,1,negative
317,2011-02-09,1.0,0.0,1056.0,0.24694498106060608,6,positive
318,2011-02-10,0.0,0.0,592263.0,0.0016656698122286882,10,positive
319,2011-02-11,0.0,0.0,27561.0,0.3036253836943507,19,positive
320,2011-02-12,0.0,0.0,352.0,0.43334999999999996,2,positive
321,2011-02-13,0.0,0.0,1176.0,0.1852938775510204,6,positive
322,2011-02-14,0.0,0.0,11635.0,0.605096055006446,3,positive
323,2011-02-15,0.0,0.0,1084.0,0.04435719557195572,2,positive
324,2011-02-16,0.0,0.0,888.0,-0.28066576576576574,2,negative
325,2011-02-17,0.0,0.0,7007.0,0.06780546596260882,15,positive
326,2011-02-18,0.0,0.0,50170.0,0.4141759716962328,34,positive
327,2011-02-19,1.0,0.0,12814.0,-0.2645595286405494,12,negative
328,2011-02-20,0.0,1.0,4610.0,0.21619696312364425,17,positive
329,2011-02-21,0.0,0.0,696.0,0.1510066091954023,5,positive
330,2011-02-22,0.0,0.0,2061.0,0.1484035419699175,5,positive
331,2011-02-23,0.0,0.0,3431.0,0.26885870008743806,11,positive
332,2011-02-24,0.0,0.0,572.0,-0.2467692307692308,3,negative
333,2011-02-25,0.0,0.0,27214.0,0.3162115785992504,16,positive
334,2011-02-26,0.0,0.0,176.0,0.5859,1,positive
335,2011-02-27,0.0,0.0,14033.0,0.5500476234589895,9,positive
336,2011-02-28,0.0,0.0,1252.0,0.19052140575079873,5,positive
337,2011-03-01,0.0,0.0,5904.0,0.12395047425474254,21,positive
338,2011-03-02,0.0,0.0,85476.0,0.4341607328372877,11,positive
339,2011-03-03,0.0,0.0,2879.0,0.00499517193469955,7,positive
340,2011-03-04,0.0,0.0,29530.0,0.4792707822553336,24,positive
341,2011-03-05,0.0,0.0,14958.0,-0.24091127156036904,18,negative
342,2011-03-06,0.0,0.0,12442.0,0.3523147243208487,26,positive
343,2011-03-07,0.0,0.0,39617.0,-0.4068120831966075,7,negative
